time,.layout.dim,.layout.data_offset,.data
2018/05/29/10:46:55.317313,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.334344,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:55.350813,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.381108,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:55.397893,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.430509,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.460942,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:55.477762,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.493710,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.525741,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.541588,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.557159,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:55.588935,[],0,"(-0.16326695680618286, -0.21049128472805023, 419.6655578613281)"
2018/05/29/10:46:55.606243,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.621776,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:55.653344,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.669777,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:55.684960,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.716904,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.733789,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.751353,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.781602,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:55.797895,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:55.829164,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:55.845400,[],0,"(-0.1530679613351822, -0.21053439378738403, 419.36517333984375)"
2018/05/29/10:46:55.861258,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:55.892794,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:55.909376,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.926835,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.957397,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:55.973254,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.006727,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.036763,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.054058,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.069495,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.100673,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.117016,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.134328,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.165461,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.182050,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.197042,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.228955,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.246542,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.262808,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.292665,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.309661,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.326447,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.358074,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.373480,[],0,"(-0.1530679613351822, -0.21053439378738403, 419.36517333984375)"
2018/05/29/10:46:56.388954,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.421644,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.437809,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.468393,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.486568,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:56.500477,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.532408,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.553966,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.583459,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.596825,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.629365,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.645511,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.676601,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.694412,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.708608,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.740213,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.756960,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.773346,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.804283,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.821002,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.837693,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.869387,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.885551,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.901055,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.932943,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:56.949246,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:56.965139,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:56.998584,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.012551,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.029215,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.060821,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.077221,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.108069,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.130607,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.156842,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.172456,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.204274,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.220899,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.237589,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.268824,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.285690,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.315985,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.332520,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.349987,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.380022,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.397144,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.415535,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.445071,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:57.461072,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.476620,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.507908,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:57.526191,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.539924,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:57.571828,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.588512,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.604901,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.635926,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.655190,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.668025,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.700484,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.732044,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.748025,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.779845,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.796068,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.812389,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:57.844176,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.861160,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.876890,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:57.908292,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.924726,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:57.956060,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.973612,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:57.988981,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:58.019741,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.035732,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.052040,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.083721,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.100977,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.116806,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.147527,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.164885,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.181319,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.212078,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.228913,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.245799,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.276462,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.308542,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.324678,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.355276,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.371900,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:58.387716,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.419295,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.437187,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.451590,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.483868,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.499768,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.531138,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.548071,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.564157,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:58.595154,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.611284,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.627398,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.659218,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.675374,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.691403,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.723281,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.739805,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.755722,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.787218,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.803850,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.820824,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.852422,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.884924,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:58.900048,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:58.930938,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.947566,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:58.964123,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:58.995225,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.011487,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.027707,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:59.059140,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.077258,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:59.091573,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.123631,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:59.140906,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:46:59.170841,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.187034,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.204369,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.235626,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.251659,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.267275,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.298668,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.315022,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.331719,[],0,"(-0.1530679613351822, -0.21053439378738403, 419.36517333984375)"
2018/05/29/10:46:59.362634,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.378896,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.395697,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.426799,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.459538,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.474959,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.506868,[],0,"(-0.16325220465660095, -0.20718802511692047, 419.3652038574219)"
2018/05/29/10:46:59.523430,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.539030,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.570988,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.587314,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.603818,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.634510,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.654768,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.667234,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.700138,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.716259,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.731751,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.762672,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.781538,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.810753,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.827333,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:59.844160,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:46:59.875968,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:46:59.891565,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.906495,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.938310,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.955143,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:46:59.971170,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.002538,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.036055,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:47:00.050413,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.082335,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:47:00.100492,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.114992,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.146676,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.163031,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.182378,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.211556,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.227922,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:47:00.244470,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.275390,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.291334,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.306856,[],0,"(-0.16326695680618286, -0.21049128472805023, 419.6655578613281)"
2018/05/29/10:47:00.338408,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:47:00.355784,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.370999,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.402525,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.418274,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.450046,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:47:00.466452,[],0,"(-0.15817418694496155, -0.19419917464256287, 419.51556396484375)"
2018/05/29/10:47:00.484900,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.514082,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.530441,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.546274,[],0,"(-0.16835841536521912, -0.1908527910709381, 419.5155944824219)"
2018/05/29/10:47:00.578349,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.610019,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.627821,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.658131,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.675002,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
2018/05/29/10:47:00.690692,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.721874,[],0,"(-0.163265660405159, -0.17456069588661194, 419.3656005859375)"
2018/05/29/10:47:00.738524,[],0,"(-0.15815943479537964, -0.1908959001302719, 419.2152099609375)"
